16.78.8.108 - - [10/Aug/2025:03:07:00 +0700] "GET /v1/api/sync/master/item_price HTTP/1.1" 200 23 "-" "Go-http-client/1.1" "-"
182.3.42.228 - - [10/Aug/2025:12:48:12 +0700] "GET /v1/api/customer/target/year?&by=cus.customer_name&customer_id=107202514&year=2025&sort=asc HTTP/1.1" 200 304 "https://mysidomuncul.sidomuncul.co.id/" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/28.0 Chrome/130.0.0.0 Mobile Safari/537.36" "-"
182.3.42.228 - - [10/Aug/2025:12:48:12 +0700] "GET /v1/api/web/customer/id/107202514 HTTP/1.1" 200 1434 "https://mysidomuncul.sidomuncul.co.id/" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/28.0 Chrome/130.0.0.0 Mobile Safari/537.36" "-"
182.3.42.228 - - [10/Aug/2025:12:48:12 +0700] "GET /v1/api/web/customer/id/107202514 HTTP/1.1" 200 1434 "https://mysidomuncul.sidomuncul.co.id/" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/28.0 Chrome/130.0.0.0 Mobile Safari/537.36" "-"
182.3.42.228 - - [10/Aug/2025:12:48:13 +0700] "GET /v1/api/web/customer/id/107202514 HTTP/1.1" 200 1434 "https://mysidomuncul.sidomuncul.co.id/" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/28.0 Chrome/130.0.0.0 Mobile Safari/537.36" "-"
182.3.42.228 - - [10/Aug/2025:12:48:15 +0700] "GET /v1/api/web/customer/?by=c.created_date&by=c.customer_name&sort=desc&admin_user_id=15845&page=1&limit=10 HTTP/1.1" 200 5066 "https://mysidomuncul.sidomuncul.co.id/" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/28.0 Chrome/130.0.0.0 Mobile Safari/537.36" "-"
182.3.42.228 - - [10/Aug/2025:12:48:15 +0700] "GET /v1/api/salesman_type/select?&by=def.id&sort=asc HTTP/1.1" 200 356 "https://mysidomuncul.sidomuncul.co.id/" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/28.0 Chrome/130.0.0.0 Mobile Safari/537.36" "-"
182.3.42.228 - - [10/Aug/2025:12:48:15 +0700] "GET /v1/api/web/customer/?by=c.created_date&by=c.id&admin_user_id=15845&page=1&limit=10&branch_id=&show_in_app=1 HTTP/1.1" 200 4988 "https://mysidomuncul.sidomuncul.co.id/" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/28.0 Chrome/130.0.0.0 Mobile Safari/537.36" "-"
182.3.42.228 - - [10/Aug/2025:12:48:15 +0700] "GET /v1/api/web/branch/select?&by=def.id&user_id=15845 HTTP/1.1" 200 269 "https://mysidomuncul.sidomuncul.co.id/" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/28.0 Chrome/130.0.0.0 Mobile Safari/537.36" "-"
182.3.42.228 - - [10/Aug/2025:12:48:20 +0700] "GET /v1/api/web/customer/?&page=1&limit=10&admin_user_id=15845&search=Sent&branch_id=&phone_number=&show_in_app=1&by=c.id&customer_type_id=&salesman_type_id=&is_data_complete=&active=&admin_validate= HTTP/1.1" 200 1818 "https://mysidomuncul.sidomuncul.co.id/" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/28.0 Chrome/130.0.0.0 Mobile Safari/537.36" "-"
182.3.42.228 - - [10/Aug/2025:12:48:22 +0700] "GET /v1/api/customer/target/semester?&by=cus.customer_name&customer_id=1201910&semester=2&year=2025 HTTP/1.1" 200 23 "https://mysidomuncul.sidomuncul.co.id/" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/28.0 Chrome/130.0.0.0 Mobile Safari/537.36" "-"
182.3.42.228 - - [10/Aug/2025:12:48:22 +0700] "GET /v1/api/customer/target/quarter?&by=cus.customer_name&customer_id=1201910&quarter=3&year=2025 HTTP/1.1" 200 23 "https://mysidomuncul.sidomuncul.co.id/" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/28.0 Chrome/130.0.0.0 Mobile Safari/537.36" "-"
182.3.42.228 - - [10/Aug/2025:12:48:22 +0700] "GET /v1/api/customer/target/year?&by=def.id&customer_id=1201910&year=2025 HTTP/1.1" 200 25 "https://mysidomuncul.sidomuncul.co.id/" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/28.0 Chrome/130.0.0.0 Mobile Safari/537.36" "-"
182.3.42.228 - - [10/Aug/2025:12:48:22 +0700] "GET /v1/api/customer/target/year?&by=cus.customer_name&customer_id=1201910&year=2025&sort=asc HTTP/1.1" 200 25 "https://mysidomuncul.sidomuncul.co.id/" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/28.0 Chrome/130.0.0.0 Mobile Safari/537.36" "-"
182.3.42.228 - - [10/Aug/2025:12:48:22 +0700] "GET /v1/api/point/balance/customer_id/1201910 HTTP/1.1" 200 39 "https://mysidomuncul.sidomuncul.co.id/" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/28.0 Chrome/130.0.0.0 Mobile Safari/537.36" "-"
182.3.42.228 - - [10/Aug/2025:12:48:22 +0700] "GET /v1/api/customer_activities/select?&by=def.id&customer_id=1201910&sort=desc HTTP/1.1" 200 23 "https://mysidomuncul.sidomuncul.co.id/" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/28.0 Chrome/130.0.0.0 Mobile Safari/537.36" "-"
182.3.42.228 - - [10/Aug/2025:12:48:22 +0700] "GET /v1/api/web/customer/id/1201910 HTTP/1.1" 200 1439 "https://mysidomuncul.sidomuncul.co.id/" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/28.0 Chrome/130.0.0.0 Mobile Safari/537.36" "-"
182.3.42.228 - - [10/Aug/2025:12:48:22 +0700] "GET /v1/api/web/customer/id/1201910 HTTP/1.1" 200 1439 "https://mysidomuncul.sidomuncul.co.id/" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/28.0 Chrome/130.0.0.0 Mobile Safari/537.36" "-"
182.3.42.228 - - [10/Aug/2025:12:48:22 +0700] "GET /v1/api/web/customer/id/1201910 HTTP/1.1" 200 1439 "https://mysidomuncul.sidomuncul.co.id/" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/28.0 Chrome/130.0.0.0 Mobile Safari/537.36" "-"
182.3.42.228 - - [10/Aug/2025:12:48:34 +0700] "GET /v1/api/web/branch/select?&by=def.id&user_id=15845 HTTP/1.1" 200 269 "https://mysidomuncul.sidomuncul.co.id/" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/28.0 Chrome/130.0.0.0 Mobile Safari/537.36" "-"
182.3.42.228 - - [10/Aug/2025:12:48:34 +0700] "GET /v1/api/salesman_type/select?&by=def.id&sort=asc HTTP/1.1" 200 356 "https://mysidomuncul.sidomuncul.co.id/" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/28.0 Chrome/130.0.0.0 Mobile Safari/537.36" "-"
182.3.42.228 - - [10/Aug/2025:12:48:34 +0700] "GET /v1/api/web/customer/?by=c.created_date&by=c.id&admin_user_id=15845&page=1&limit=10&branch_id=&show_in_app=1 HTTP/1.1" 200 4988 "https://mysidomuncul.sidomuncul.co.id/" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/28.0 Chrome/130.0.0.0 Mobile Safari/537.36" "-"
182.3.42.228 - - [10/Aug/2025:12:48:34 +0700] "GET /v1/api/web/customer/?by=c.created_date&by=c.customer_name&sort=desc&admin_user_id=15845&page=1&limit=10 HTTP/1.1" 200 5066 "https://mysidomuncul.sidomuncul.co.id/" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/28.0 Chrome/130.0.0.0 Mobile Safari/537.36" "-"
182.3.42.228 - - [10/Aug/2025:12:48:43 +0700] "GET /v1/api/web/customer/?&page=1&limit=10&admin_user_id=15845&search=3602ar-s0039&branch_id=&phone_number=&show_in_app=1&by=c.id&customer_type_id=&salesman_type_id=&is_data_complete=&active=&admin_validate= HTTP/1.1" 200 1332 "https://mysidomuncul.sidomuncul.co.id/" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/28.0 Chrome/130.0.0.0 Mobile Safari/537.36" "-"
182.3.42.228 - - [10/Aug/2025:12:48:46 +0700] "GET /v1/api/customer/target/year?&by=def.id&customer_id=107202384&year=2025 HTTP/1.1" 200 509 "https://mysidomuncul.sidomuncul.co.id/" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/28.0 Chrome/130.0.0.0 Mobile Safari/537.36" "-"
182.3.42.228 - - [10/Aug/2025:12:48:46 +0700] "GET /v1/api/customer/target/semester?&by=cus.customer_name&customer_id=107202384&semester=2&year=2025 HTTP/1.1" 200 284 "https://mysidomuncul.sidomuncul.co.id/" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/28.0 Chrome/130.0.0.0 Mobile Safari/537.36" "-"
182.3.42.228 - - [10/Aug/2025:12:48:46 +0700] "GET /v1/api/customer/target/quarter?&by=cus.customer_name&customer_id=107202384&quarter=3&year=2025 HTTP/1.1" 200 284 "https://mysidomuncul.sidomuncul.co.id/" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/28.0 Chrome/130.0.0.0 Mobile Safari/537.36" "-"
182.3.42.228 - - [10/Aug/2025:12:48:46 +0700] "GET /v1/api/point/balance/customer_id/107202384 HTTP/1.1" 200 43 "https://mysidomuncul.sidomuncul.co.id/" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/28.0 Chrome/130.0.0.0 Mobile Safari/537.36" "-"
182.3.42.228 - - [10/Aug/2025:12:48:46 +0700] "GET /v1/api/customer_activities/select?&by=def.id&customer_id=107202384&sort=desc HTTP/1.1" 200 219 "https://mysidomuncul.sidomuncul.co.id/" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/28.0 Chrome/130.0.0.0 Mobile Safari/537.36" "-"
182.3.42.228 - - [10/Aug/2025:12:48:46 +0700] "GET /v1/api/customer/target/year?&by=cus.customer_name&customer_id=107202384&year=2025&sort=asc HTTP/1.1" 200 506 "https://mysidomuncul.sidomuncul.co.id/" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/28.0 Chrome/130.0.0.0 Mobile Safari/537.36" "-"
182.3.42.228 - - [10/Aug/2025:12:48:46 +0700] "GET /v1/api/web/customer/id/107202384 HTTP/1.1" 200 1428 "https://mysidomuncul.sidomuncul.co.id/" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/28.0 Chrome/130.0.0.0 Mobile Safari/537.36" "-"
182.3.42.228 - - [10/Aug/2025:12:48:47 +0700] "GET /v1/api/web/customer/id/107202384 HTTP/1.1" 200 1428 "https://mysidomuncul.sidomuncul.co.id/" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/28.0 Chrome/130.0.0.0 Mobile Safari/537.36" "-"
182.3.42.228 - - [10/Aug/2025:12:48:47 +0700] "GET /v1/api/web/customer/id/107202384 HTTP/1.1" 200 1428 "https://mysidomuncul.sidomuncul.co.id/" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/28.0 Chrome/130.0.0.0 Mobile Safari/537.36" "-"
16.78.8.108 - - [10/Aug/2025:12:50:00 +0700] "GET /v1/api/sync/transaction/invoice/redis/sfa/undone/sync HTTP/1.1" 200 25 "-" "Go-http-client/1.1" "-"
16.78.8.108 - - [10/Aug/2025:12:50:00 +0700] "GET /v1/api/sync/transaction/sodata/push HTTP/1.1" 200 25 "-" "Go-http-client/1.1" "-"
16.78.8.108 - - [10/Aug/2025:12:50:00 +0700] "GET /v1/api/sync/master/salesman HTTP/1.1" 200 23 "-" "Go-http-client/1.1" "-"
16.78.8.108 - - [10/Aug/2025:12:50:00 +0700] "GET /v1/api/apps/firebaseuid/sync HTTP/1.1" 200 25 "-" "Go-http-client/1.1" "-"
16.78.8.108 - - [10/Aug/2025:12:50:00 +0700] "GET /v1/api/sync/transaction/voidedrequest HTTP/1.1" 200 25 "-" "Go-http-client/1.1" "-"
16.78.8.108 - - [10/Aug/2025:12:51:00 +0700] "GET /v1/api/sync/transaction/sodata/sendfcmmessage HTTP/1.1" 200 25 "-" "Go-http-client/1.1" "-"
16.78.8.108 - - [10/Aug/2025:12:51:00 +0700] "GET /v1/api/sync/transaction/sodata/sendsamesmanwa HTTP/1.1" 200 25 "-" "Go-http-client/1.1" "-"
16.78.8.108 - - [10/Aug/2025:12:51:00 +0700] "GET /v1/api/sync/master/customer HTTP/1.1" 200 23 "-" "Go-http-client/1.1" "-"
16.78.8.108 - - [10/Aug/2025:12:52:00 +0700] "GET /v1/api/sync/transaction/invoice/redis/sfa/undone/sync HTTP/1.1" 200 25 "-" "Go-http-client/1.1" "-"
16.78.8.108 - - [10/Aug/2025:12:52:00 +0700] "GET /v1/api/sync/transaction/sodata/push HTTP/1.1" 200 25 "-" "Go-http-client/1.1" "-"
16.78.8.108 - - [10/Aug/2025:12:52:00 +0700] "GET /v1/api/apps/firebaseuid/sync HTTP/1.1" 200 25 "-" "Go-http-client/1.1" "-"
16.78.8.108 - - [10/Aug/2025:12:52:00 +0700] "GET /v1/api/sync/transaction/revisedsodata HTTP/1.1" 200 25 "-" "Go-http-client/1.1" "-"
16.78.8.108 - - [10/Aug/2025:12:52:00 +0700] "GET /v1/api/sync/transaction/voidedrequest HTTP/1.1" 200 25 "-" "Go-http-client/1.1" "-"
139.193.5.244 - - [10/Aug/2025:12:52:18 +0700] "GET /v1/api/apps/customer/id/1203138 HTTP/1.1" 200 1116 "-" "Dart/3.2 (dart:io)" "-"
139.193.5.244 - - [10/Aug/2025:12:52:18 +0700] "GET /v1/api/apps/item/v2/cartitem?by=def.created_date&price_list_id=2&customer_id=1203138 HTTP/1.1" 200 39 "-" "Dart/3.2 (dart:io)" "-"
139.193.5.244 - - [10/Aug/2025:12:52:18 +0700] "GET /v1/api/apps/user_checkin_activity/user_id/3743 HTTP/1.1" 200 184 "-" "Dart/3.2 (dart:io)" "-"
139.193.5.244 - - [10/Aug/2025:12:52:20 +0700] "GET /v1/api/apps/lottary/select?by=def.id&customer_id=1203138 HTTP/1.1" 200 498 "-" "Dart/3.2 (dart:io)" "-"
139.193.5.244 - - [10/Aug/2025:12:52:20 +0700] "GET /v1/api/apps/VideoPromote/select?by=def.title HTTP/1.1" 200 1039 "-" "Dart/3.2 (dart:io)" "-"
139.193.5.244 - - [10/Aug/2025:12:52:20 +0700] "GET /v1/api/apps/item_category/select?by=def.sequenc HTTP/1.1" 200 1069 "-" "Dart/3.2 (dart:io)" "-"
139.193.5.244 - - [10/Aug/2025:12:52:20 +0700] "GET /v1/api/point/balance/customer_id/1203138 HTTP/1.1" 200 45 "-" "Dart/3.2 (dart:io)" "-"
139.193.5.244 - - [10/Aug/2025:12:52:20 +0700] "GET /v1/api/item_old_price/select?sort=asc&by=def.id&customer_id=1203138 HTTP/1.1" 200 23 "-" "Dart/3.2 (dart:io)" "-"
139.193.5.244 - - [10/Aug/2025:12:52:20 +0700] "GET /v1/api/apps/news/select?by=def.priority HTTP/1.1" 200 18087 "-" "Dart/3.2 (dart:io)" "-"
139.193.5.244 - - [10/Aug/2025:12:52:20 +0700] "GET /v1/api/voucher_redeem/select?by=def.id&sort=asc&show_all=0&customer_code=3601SL-P0006 HTTP/1.1" 200 23 "-" "Dart/3.2 (dart:io)" "-"
139.193.5.244 - - [10/Aug/2025:12:52:20 +0700] "GET /v1/api/apps/item_product_focus/v2/select?by=def.item_id&customer_id=1203138 HTTP/1.1" 200 5392 "-" "Dart/3.2 (dart:io)" "-"
139.193.5.244 - - [10/Aug/2025:12:52:20 +0700] "GET /v1/api/apps/promo/select?by=pc.priority&sort=asc&customer_type_id=11&customer_level_id=2&branch_id=31&region_id=4 HTTP/1.1" 200 3076 "-" "Dart/3.2 (dart:io)" "-"
139.193.5.244 - - [10/Aug/2025:12:52:20 +0700] "GET /v1/api/coupon_redeem/?by=def.id&sort=asc&page=1&limit=50&customer_id=1203138 HTTP/1.1" 200 75 "-" "Dart/3.2 (dart:io)" "-"
139.193.5.244 - - [10/Aug/2025:12:52:20 +0700] "GET /v1/api/apps/customer/achievement/select?by=cus.customer_name&customer_id=1203138&customer_code=3601SL-P0006 HTTP/1.1" 200 139 "-" "Dart/3.2 (dart:io)" "-"
139.193.5.244 - - [10/Aug/2025:12:52:20 +0700] "GET /v1/api/point_promo/?page=1&limit=20&by=def.id&sort=asc&show_in_app=1&start_date=2025-08-01&end_date=2025-08-31 HTTP/1.1" 200 75 "-" "Dart/3.2 (dart:io)" "-"
139.193.5.244 - - [10/Aug/2025:12:52:21 +0700] "GET /v1/api/apps/customer/target/select?by=cus.customer_name&customer_id=1203138&customer_code=3601SL-P0006 HTTP/1.1" 200 143 "-" "Dart/3.2 (dart:io)" "-"
139.193.5.244 - - [10/Aug/2025:12:52:21 +0700] "GET /v1/api/apps/user_checkin_activity/user_id/3743 HTTP/1.1" 200 184 "-" "Dart/3.2 (dart:io)" "-"
139.193.5.244 - - [10/Aug/2025:12:52:21 +0700] "POST /v1/api/apps/user_checkin_activity/checkin HTTP/1.1" 200 164 "-" "Dart/3.2 (dart:io)" "-"
180.243.252.217 - - [10/Aug/2025:12:53:07 +0700] "GET /v1/api/apps/user_checkin_activity/user_id/13272 HTTP/1.1" 200 168 "-" "Dart/3.1 (dart:io)" "-"
103.63.96.3 - - [10/Aug/2025:12:53:48 +0700] "POST /bri/snap/v1.0/access-token/b2b HTTP/1.1" 404 1401 "-" "Go-http-client/1.1" "-"
16.78.8.108 - - [10/Aug/2025:12:54:00 +0700] "GET /v1/api/sync/transaction/invoice/redis/sfa/undone/sync HTTP/1.1" 200 25 "-" "Go-http-client/1.1" "-"
16.78.8.108 - - [10/Aug/2025:12:54:00 +0700] "GET /v1/api/sync/transaction/sodata/sendfcmmessage HTTP/1.1" 200 25 "-" "Go-http-client/1.1" "-"
16.78.8.108 - - [10/Aug/2025:12:54:00 +0700] "GET /v1/api/sync/transaction/sodata/sendsamesmanwa HTTP/1.1" 200 25 "-" "Go-http-client/1.1" "-"
16.78.8.108 - - [10/Aug/2025:12:54:00 +0700] "GET /v1/api/sync/transaction/sodata/push HTTP/1.1" 200 25 "-" "Go-http-client/1.1" "-"
16.78.8.108 - - [10/Aug/2025:12:54:00 +0700] "GET /v1/api/sync/master/item HTTP/1.1" 200 23 "-" "Go-http-client/1.1" "-"
16.78.8.108 - - [10/Aug/2025:12:54:00 +0700] "GET /v1/api/sync/transaction/voidedrequest HTTP/1.1" 200 25 "-" "Go-http-client/1.1" "-"
16.78.8.108 - - [10/Aug/2025:12:54:01 +0700] "GET /v1/api/apps/firebaseuid/sync HTTP/1.1" 200 25 "-" "Go-http-client/1.1" "-"
16.78.8.108 - - [10/Aug/2025:12:55:00 +0700] "GET /v1/api/sync/master/price_list HTTP/1.1" 200 23 "-" "Go-http-client/1.1" "-"
16.78.8.108 - - [10/Aug/2025:12:55:00 +0700] "GET /v1/api/sync/master/salesman HTTP/1.1" 200 23 "-" "Go-http-client/1.1" "-"
16.78.8.108 - - [10/Aug/2025:12:56:00 +0700] "GET /v1/api/sync/transaction/invoice/redis/sfa/undone/sync HTTP/1.1" 200 25 "-" "Go-http-client/1.1" "-"
16.78.8.108 - - [10/Aug/2025:12:56:00 +0700] "GET /v1/api/sync/transaction/sodata/push HTTP/1.1" 200 25 "-" "Go-http-client/1.1" "-"
16.78.8.108 - - [10/Aug/2025:12:56:00 +0700] "GET /v1/api/sync/master/price_list_version HTTP/1.1" 200 23 "-" "Go-http-client/1.1" "-"
16.78.8.108 - - [10/Aug/2025:12:56:00 +0700] "GET /v1/api/apps/firebaseuid/sync HTTP/1.1" 200 25 "-" "Go-http-client/1.1" "-"
16.78.8.108 - - [10/Aug/2025:12:56:00 +0700] "GET /v1/api/sync/transaction/voidedrequest HTTP/1.1" 200 25 "-" "Go-http-client/1.1" "-"
16.78.8.108 - - [10/Aug/2025:12:56:00 +0700] "GET /v1/api/sync/transaction/revisedsodata HTTP/1.1" 200 25 "-" "Go-http-client/1.1" "-"
43.130.131.18 - - [10/Aug/2025:12:56:25 +0700] "GET / HTTP/1.1" 301 162 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1" "-"
43.130.131.18 - - [10/Aug/2025:12:56:26 +0700] "GET / HTTP/1.1" 301 162 "http://16.78.8.108" "Mozilla/5.0 (iPhone; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1" "-"
43.130.131.18 - - [10/Aug/2025:12:56:29 +0700] "GET / HTTP/1.1" 200 737 "http://mysidomuncul.sidomuncul.co.id/" "Mozilla/5.0 (iPhone; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1" "-"
114.122.39.112 - - [10/Aug/2025:12:56:51 +0700] "GET /v1/api/apps/customer/id/115620867 HTTP/1.1" 200 1027 "-" "Dart/3.1 (dart:io)" "-"
114.122.39.112 - - [10/Aug/2025:12:56:52 +0700] "GET /v1/api/apps/item/v2/cartitem?by=def.created_date&price_list_id=2&customer_id=115620867 HTTP/1.1" 200 39 "-" "Dart/3.1 (dart:io)" "-"
114.122.39.112 - - [10/Aug/2025:12:56:52 +0700] "GET /v1/api/apps/user_checkin_activity/user_id/124132 HTTP/1.1" 200 184 "-" "Dart/3.1 (dart:io)" "-"
114.122.39.112 - - [10/Aug/2025:12:56:53 +0700] "GET /v1/api/apps/popup/select?by=def.id&sort=desc&customer_id=115620867&branch_ids=47&customer_type_ids=2&customer_level_ids=7&end_date=2025-08-10 HTTP/1.1" 200 40 "-" "Dart/3.1 (dart:io)" "-"
114.122.39.112 - - [10/Aug/2025:12:56:53 +0700] "GET /v1/api/apps/lottary/select?by=def.id&customer_id=115620867 HTTP/1.1" 200 23 "-" "Dart/3.1 (dart:io)" "-"
114.122.39.112 - - [10/Aug/2025:12:56:53 +0700] "GET /v1/api/lottary_achievement/report?by=def.modified_date&customer_id=115620867 HTTP/1.1" 200 23 "-" "Dart/3.1 (dart:io)" "-"
114.122.39.112 - - [10/Aug/2025:12:56:54 +0700] "GET /v1/api/apps/news/select?by=def.priority&active=1&customer_id=115620867 HTTP/1.1" 200 3738 "-" "Dart/3.1 (dart:io)" "-"
114.122.39.112 - - [10/Aug/2025:12:56:54 +0700] "GET /v1/api/apps/VideoPromote?by=def.title&active=1&page=1&limit=50 HTTP/1.1" 200 1074 "-" "Dart/3.1 (dart:io)" "-"
114.122.39.112 - - [10/Aug/2025:12:56:54 +0700] "GET /v1/api/apps/item_category/select?by=def.sequenc HTTP/1.1" 200 1069 "-" "Dart/3.1 (dart:io)" "-"
114.122.39.112 - - [10/Aug/2025:12:56:54 +0700] "GET /v1/api/point/balance/customer_id/115620867 HTTP/1.1" 200 44 "-" "Dart/3.1 (dart:io)" "-"
114.122.39.112 - - [10/Aug/2025:12:56:54 +0700] "GET /v1/api/apps/item_product_focus/v2/select?by=def.item_id&customer_id=115620867 HTTP/1.1" 200 5392 "-" "Dart/3.1 (dart:io)" "-"
114.122.39.112 - - [10/Aug/2025:12:56:54 +0700] "GET /v1/api/item_old_price/select?sort=asc&by=def.id&customer_id=115620867 HTTP/1.1" 200 23 "-" "Dart/3.1 (dart:io)" "-"
114.122.39.112 - - [10/Aug/2025:12:56:54 +0700] "POST /v1/api/customer_activities/ HTTP/1.1" 200 169 "-" "Dart/3.1 (dart:io)" "-"
114.122.39.112 - - [10/Aug/2025:12:56:54 +0700] "GET /v1/api/apps/promo/select?by=pc.priority&sort=asc&customer_type_id=2&customer_level_id=7&customer_code=1201ADI37&branch_id=47&region_id=5&customer_id=115620867&now=true HTTP/1.1" 200 3076 "-" "Dart/3.1 (dart:io)" "-"
114.122.39.112 - - [10/Aug/2025:12:56:54 +0700] "GET /v1/api/voucher_redeem/select?by=def.id&sort=asc&show_all=0&customer_code=1201ADI37 HTTP/1.1" 200 23 "-" "Dart/3.1 (dart:io)" "-"
114.122.39.112 - - [10/Aug/2025:12:56:54 +0700] "GET /v1/api/coupon_redeem/?by=def.id&sort=asc&page=1&limit=50&customer_id=115620867 HTTP/1.1" 200 75 "-" "Dart/3.1 (dart:io)" "-"
114.122.39.112 - - [10/Aug/2025:12:56:54 +0700] "GET /v1/api/point_promo/select?page=1&limit=20&by=def.id&sort=desc&show_in_app=1&now=true&branch_id=47&customer_id=115620867 HTTP/1.1" 200 63545 "-" "Dart/3.1 (dart:io)" "-"
114.122.39.112 - - [10/Aug/2025:12:56:54 +0700] "GET /v1/api/apps/customer/achievement/select?by=cus.customer_name&customer_id=115620867&customer_code=1201ADI37 HTTP/1.1" 200 142 "-" "Dart/3.1 (dart:io)" "-"
114.122.39.112 - - [10/Aug/2025:12:56:54 +0700] "GET /v1/api/customer/target/select?by=def.id&customer_id=115620867&year=2025 HTTP/1.1" 200 23 "-" "Dart/3.1 (dart:io)" "-"
114.122.39.112 - - [10/Aug/2025:12:56:55 +0700] "POST /v1/api/apps/user_checkin_activity/checkin HTTP/1.1" 200 166 "-" "Dart/3.1 (dart:io)" "-"
16.78.8.108 - - [10/Aug/2025:12:57:00 +0700] "GET /v1/api/sync/transaction/sodata/sendsamesmanwa HTTP/1.1" 200 25 "-" "Go-http-client/1.1" "-"
16.78.8.108 - - [10/Aug/2025:12:57:00 +0700] "GET /v1/api/sync/transaction/sodata/sendfcmmessage HTTP/1.1" 200 25 "-" "Go-http-client/1.1" "-"
16.78.8.108 - - [10/Aug/2025:12:57:00 +0700] "GET /v1/api/sync/master/item_price HTTP/1.1" 200 23 "-" "Go-http-client/1.1" "-"
16.78.8.108 - - [10/Aug/2025:12:57:00 +0700] "GET /v1/api/sync/master/customer HTTP/1.1" 200 23 "-" "Go-http-client/1.1" "-"
138.68.132.211 - - [10/Aug/2025:12:57:43 +0700] "GET /squid-internal-mgr/cachemgr.cgi HTTP/1.1" 301 162 "-" "Mozilla/5.0 zgrab/0.x" "-"
